,SKN solar pv,SKN wind,SKN geothermal,ATG solar pv,MSR geothermal,MSR solar pv,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG hydro,GRD solar pv,GRD wind
28,-0.0,0.7326000000000001,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,74.3106710640333,-0.0,-0.0,-0.0,9.0,96.22227334707617,-0.0,-0.0,60.0,69.77917118022711,-0.0,9.407394778338148,-0.0,68.82825,-0.0,-0.0,24.499644479192536,-0.0,-0.0,35.39659954849938
29,-0.0,0.6754,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,69.2324930869923,-0.0,-0.0,-0.0,9.0,105.62227334707617,-0.0,-0.0,60.0,80.79541520791904,-0.0,9.407394778338148,-0.0,67.5,-0.0,-0.0,17.68340045150062,-0.0,-0.0,36.29659954849938
30,-0.0,0.627,36.0,0.6653702992907513,1.4727347826086956,0.00025,-0.0,60.0,64.6621329076554,2.6070816842258697,-0.0,-0.0,9.0,111.8546615675418,1.7676117795344113,-0.0,60.0,39.82815923561093,-0.0,9.407394778338148,11.97,62.699999999999996,-0.0,0.6247908081923316,8.375564712615132,-0.0,0.14452518972198136,13.458875261778637
31,-0.0,0.6094,36.0,47.28692593558243,1.4727347826086956,0.03375,-0.0,60.0,62.2923165183696,126.00894807091701,-0.0,-0.0,9.0,143.02170502993644,-0.0,-0.0,60.0,-0.0,24.91248352505876,9.407394778338148,133.38,32.39175,-0.0,-0.0,-0.0,-0.0,-0.0,35.42
32,0.5640000000000001,0.6028000000000001,36.0,86.68549591583708,1.4727347826086956,0.08875,-0.0,60.0,-0.0,193.5027762383306,-0.0,-0.0,9.0,53.76169072992967,89.92724928381317,-0.0,60.0,-0.0,41.311915207919014,9.407394778338148,180.47175000000001,-0.0,-0.0,21.21659954849938,-0.0,-0.0,9.451947407817581,10.151453043683038
33,-0.0,0.5698000000000001,36.0,131.98652593558242,1.4727347826086956,0.1335,-0.0,60.0,62.630861716839,423.21626007266616,-0.0,-0.0,9.0,164.0,124.39567898473418,-0.0,60.0,52.22815923561094,-0.0,9.407394778338148,140.37175,48.9,-0.0,-0.0,-0.0,-0.0,-0.0,36.003755972308085
34,0.9705,0.49500000000000005,36.0,108.26871327277487,1.4727347826086956,0.16325,-0.0,60.0,-0.0,520.9694429049973,-0.0,-0.0,9.0,152.4,57.544393319590505,-0.0,60.0,5.589795235404683,-0.0,9.407394778338148,192.57175,-0.0,-0.0,-0.0,22.41659954849938,-0.0,18.75936962591318,3.3440308255874385
35,1.041,0.4312,36.0,148.6258395890516,1.4727347826086956,0.1775,-0.0,60.0,55.52141254898161,175.27581121268778,-0.0,-0.0,9.0,140.39999999999998,25.288940013742863,-0.0,60.0,49.82383041583802,-0.0,9.407394778338148,164.16117417890487,39.75,-0.0,-0.0,23.016599548499382,-0.0,-0.0,22.503400451500617
36,1.0245000000000002,0.3894,36.0,149.1458395890516,1.4727347826086956,0.1745,-0.0,60.0,-0.0,556.9972237616694,-0.0,-0.0,9.0,128.8,156.87554543367898,-0.0,60.0,-0.0,55.328159235610926,9.407394778338148,397.87174999999996,-0.0,-0.0,15.200355520807463,-0.0,-0.0,-0.0,23.30340045150062
37,0.942,0.3542,36.0,119.02567841224365,1.4727347826086956,0.15425,-0.0,60.0,1.9649339338603795,551.8322898278091,-0.0,-0.0,9.0,30.391339807515692,142.95560266984552,-0.0,60.0,55.00000000000001,-0.0,9.407394778338148,358.12174999999996,37.95,-0.0,-0.0,16.028514756418385,-0.0,-0.0,23.003400451500617
38,0.7965,-0.0,36.0,162.5902871123904,1.4727347826086956,0.12,-0.0,60.0,40.4561512170933,187.85007552787374,-0.0,-0.0,9.0,39.32372722586848,121.96521278787438,-0.0,60.0,-0.0,45.61191520791901,9.407394778338148,319.20000000000005,39.75,-0.0,-0.0,23.21659954849938,-0.0,16.446966590361477,5.456433861139139
39,0.6045,0.3322,36.0,106.4592478865202,1.4727347826086956,0.07975,-0.0,60.0,37.239971831634,284.1719035806198,-0.0,-0.0,9.0,80.93264810583281,88.60154044916237,-0.0,60.0,42.4,-0.0,9.407394778338148,232.55999999999997,42.449999999999996,-0.0,-0.0,22.71659954849938,-0.0,12.313546164312813,9.589854287187805
40,0.3225,0.341,36.0,47.24129124964334,1.4727347826086956,0.0395,-0.0,60.0,35.547245839287,99.06910400058304,-0.0,-0.0,9.0,91.2,43.96934301591848,-0.0,60.0,15.484229019272583,27.427686188646426,9.407394778338148,115.14,46.05,-0.0,16.105718611180105,5.710880937319274,-0.0,6.677063765155539,13.726336686345078
41,0.03,0.35640000000000005,36.0,3.992221795744508,1.4727347826086956,0.00425,-0.0,60.0,34.8701554423482,6.952217824602319,-0.0,-0.0,9.0,94.8,3.5352235590688226,-0.0,60.0,39.957169433513485,2.754745774405536,9.407394778338148,7.409999999999999,49.050000000000004,-0.0,-0.0,-0.0,-0.0,-0.0,41.019999999999996
42,-0.0,0.385,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,35.8857910377564,-0.0,-0.0,-0.0,9.0,103.60000000000001,-0.0,-0.0,60.0,45.800000000000004,-0.0,9.407394778338148,-0.0,53.099999999999994,-0.0,-0.0,27.96,-0.0,-0.0,47.596599548499384
43,-0.0,0.40700000000000003,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,36.393608835460505,-0.0,-0.0,-0.0,9.0,115.99999999999999,-0.0,-0.0,60.0,53.2,-0.0,9.407394778338148,-0.0,58.800000000000004,-0.0,-0.0,32.52,-0.0,-0.0,47.79659954849938
